adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
0,NaN,0,0.3,NaN,1,NaN,joystick_not_stationary,NaN
-496.26654417842,0.84,1,0.3,-0.516944316852521,2,0.45,NaN,1
-527.490587290489,1.08,1,0.1,-0.549469361760926,1,0.15,NaN,1
339.977178711774,0.6,0,0.5,0.354142894491432,3,0.75,NaN,1
561.362326048598,0.96,0,0.2,0.584752422967289,2,0.45,NaN,1
556.243433302807,0.36,0,0.7,0.579420243023757,1,0.15,NaN,1
426.187870165058,0.84,0,0.3,0.443945698088603,1,0.15,NaN,1
0,NaN,0,0.2,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.6,NaN,1,NaN,joystick_not_stationary,NaN
-326.608098349344,0.24,1,0.8,-0.3402167691139,2,0.45,NaN,1
0,NaN,0,0.6,NaN,2,NaN,no_bid,NaN
395.828418103813,1.08,0,0.1,0.412321268858138,1,0.15,NaN,1
0,NaN,1,0.5,NaN,3,NaN,no_bid,NaN
0,NaN,1,1,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,0,0.5,NaN,2,NaN,joystick_not_stationary,NaN
0,NaN,1,0.7,NaN,2,NaN,joystick_not_stationary,NaN
-372.45135527367,0.24,1,0.8,-0.387970161743407,2,0.45,NaN,1
0,NaN,1,0.2,NaN,3,NaN,joystick_not_stationary,NaN
-470.723292990597,0.84,1,0.3,-0.490336763531872,3,0.75,NaN,1
0,NaN,1,1,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,0,0.7,NaN,2,NaN,joystick_not_stationary,NaN
-527.186703391204,0.96,1,0.2,-0.549152816032504,3,0.75,NaN,1
-443.284468459283,0.6,1,0.5,-0.461754654645086,1,0.15,NaN,1
430.102175541697,0.36,0,0.7,0.448023099522601,1,0.15,NaN,1
-501.400622142503,1.08,1,0.1,-0.522292314731774,1,0.15,NaN,1
452.899447264013,0.84,0,0.3,0.47177025756668,3,0.75,NaN,1
0,NaN,0,0.7,NaN,3,NaN,no_bid,NaN
524.313452595775,0.36,0,0.7,0.546159846453932,1,0.15,NaN,1
438.466648606267,0.24,0,0.8,0.456736092298195,2,0.45,NaN,1
378.338820152444,0.84,0,0.3,0.394102937658796,1,0.15,NaN,1
-460.953611459105,0.36,1,0.7,-0.480160011936568,1,0.15,NaN,1
451.459675157486,0.84,0,0.3,0.470270494955714,1,0.15,NaN,1
578.862783614201,0.48,0,0.6,0.602982066264793,3,0.75,NaN,1
-392.10322958134,0.84,1,0.3,-0.408440864147229,1,0.15,NaN,1
-410.957996512929,0.48,1,0.6,-0.428081246367635,1,0.15,NaN,1
-447.330185033386,0.6,1,0.5,-0.46596894274311,3,0.75,NaN,1
-494.500246523595,0.24,1,0.8,-0.515104423462078,3,0.75,NaN,1
-502.664851565543,1.08,1,0.1,-0.523609220380774,2,0.45,NaN,1
484.045923265297,0.96,0,0.2,0.504214503401351,3,0.75,NaN,1
530.920773726796,0.12,0,0.9,0.553042472632079,1,0.15,NaN,1
-293.614513919299,1.08,1,0.1,-0.30584845199927,1,0.15,NaN,1
0,NaN,1,1,NaN,3,NaN,joystick_not_stationary,NaN
483.220458570518,0.12,0,0.9,0.503354644344289,3,0.75,NaN,1
-412.253472031626,0.6,1,0.5,-0.429430700032943,1,0.15,NaN,1
372.31260148771,0.72,0,0.4,0.387825626549698,3,0.75,NaN,1
-580.595031451704,0.72,1,0.4,-0.604786491095525,1,0.15,NaN,1
459.344030397866,0,0,1,0.478483364997777,3,0.75,NaN,1
-438.198473189968,1.2,0,0.9,-0.456456742906217,1,0,NaN,1
-500.725336090757,1.08,1,0.1,-0.521588891761205,3,0.75,NaN,1
-636.904396274138,0.84,1,0.3,-0.663442079452227,2,0.45,NaN,1
458.230280380841,1.08,0,0.1,0.477323208730042,3,0.75,NaN,1
-417.08205647065,0.36,1,0.7,-0.43446047549026,2,0.45,NaN,1
-462.758326605668,0.6,1,0.5,-0.48203992354757,1,0.15,NaN,1
435.918487006023,0.12,0,0.9,0.45408175729794,2,0.45,NaN,1
-561.608181056919,1.08,1,0.1,-0.585008521934291,2,0.45,NaN,1
-535.038634028966,0,1,1,-0.55733191044684,3,0.75,NaN,1
432.489788210339,0.24,0,0.8,0.450510196052436,3,0.75,NaN,1
-615.766782236012,1.2,0,1,-0.641423731495846,1,0,NaN,1
-582.756917913426,0.72,1,0.4,-0.607038456159819,2,0.45,NaN,1
439.728981528596,0.6,0,0.5,0.458051022425621,1,0.15,NaN,1
-582.927885685152,0.48,1,0.6,-0.6072165475887,1,0.15,NaN,1
386.312324065381,1.08,0,0.1,0.402408670901438,1,0.15,NaN,1
-620.275417326512,0.96,1,0.2,-0.646120226381784,2,0.45,NaN,1
405.531553141777,0,0,1,0.422428701189351,1,0.15,NaN,1
416.114257478404,0.84,0,0.3,0.433452351540004,1,0.15,NaN,1
355.989203404623,0.72,0,0.4,0.370822086879816,1,0.15,NaN,1
-510.082500710935,0.36,1,0.7,-0.531335938240557,2,0.45,NaN,1
-590.033205601935,0.96,1,0.2,-0.614617922502015,3,0.75,NaN,1
425.566601543087,0.6,0,0.5,0.443298543274049,3,0.75,NaN,1
0,NaN,1,0.2,NaN,2,NaN,no_bid,NaN
0,NaN,0,1,NaN,2,NaN,joystick_not_stationary,NaN
0,NaN,1,1,NaN,3,NaN,no_bid,NaN
-427.846448020912,0.96,1,0.2,-0.445673383355117,1,0.15,NaN,1
0,NaN,0,0.5,NaN,1,NaN,no_bid,NaN
503.815594722639,0.36,0,0.7,0.524807911169415,3,0.75,NaN,1
420.508298433583,1.2,1,0.7,0.438029477534982,1,0,NaN,1
0,NaN,1,1,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.2,NaN,2,NaN,no_bid,NaN
374.019566210431,0.36,0,0.7,0.389603714802532,3,0.75,NaN,1
